"External ID","ID","Name","State/External ID","State/ID","Country/External ID","Country/ID"
"rv_location_custom.city_id_297","811","Kabupaten Paniai","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_409","923","Kabupaten Parigi Moutong","base.state_id_st","643","base.id","100"
"rv_location_custom.city_id_455","969","Kabupaten Pasaman","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_456","970","Kabupaten Pasaman Barat","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_195","709","Kabupaten Paser","base.state_id_ki","627","base.id","100"
"rv_location_custom.city_id_135","649","Kabupaten Pasuruan","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_91","605","Kabupaten Pati","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_312","826","Kabupaten Pegunungan Arfak","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_298","812","Kabupaten Pegunungan Bintang","base.state_id_pp","639","base.id","100"
"rv_location_custom.city_id_93","607","Kabupaten Pekalongan","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_328","842","Kabupaten Pelalawan","base.state_id_ri","640","base.id","100"
"rv_location_custom.city_id_94","608","Kabupaten Pemalang","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_196","710","Kabupaten Penajam Paser Utara","base.state_id_ki","627","base.id","100"
"rv_location_custom.city_id_480","994","Kabupaten Penukal Abab Lematang Ilir","base.state_id_ss","647","base.id","100"
"rv_location_custom.city_id_218","732","Kabupaten Pesawaran","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_219","733","Kabupaten Pesisir Barat","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_458","972","Kabupaten Pesisir Selatan","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_350","864","Kabupaten Pidie","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_351","865","Kabupaten Pidie Jaya","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_393","907","Kabupaten Pinrang","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_35","549","Kabupaten Pohuwato","base.state_id_go","618","base.id","100"
"rv_location_custom.city_id_376","890","Kabupaten Polewali Mandar","base.state_id_sr","641","base.id","100"
"rv_location_custom.city_id_136","650","Kabupaten Ponorogo","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_410","924","Kabupaten Poso","base.state_id_st","643","base.id","100"
"rv_location_custom.city_id_220","734","Kabupaten Pringsewu","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_138","652","Kabupaten Probolinggo","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_185","699","Kabupaten Pulang Pisau","base.state_id_kt","626","base.id","100"
"rv_location_custom.city_id_242","756","Kabupaten Pulau Morotai","base.state_id_mu","632","base.id","100"
"rv_location_custom.city_id_243","757","Kabupaten Pulau Taliabu","base.state_id_mu","632","base.id","100"
"rv_location_custom.city_id_299","813","Kabupaten Puncak","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_300","814","Kabupaten Puncak Jaya","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_95","609","Kabupaten Purbalingga","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_67","581","Kabupaten Purwakarta","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_96","610","Kabupaten Purworejo","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_313","827","Kabupaten Raja Ampat","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_17","531","Kabupaten Rejang Lebong","base.state_id_be","617","base.id","100"
"rv_location_custom.city_id_97","611","Kabupaten Rembang","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_329","843","Kabupaten Rokan Hilir","base.state_id_ri","640","base.id","100"
"rv_location_custom.city_id_330","844","Kabupaten Rokan Hulu","base.state_id_ri","640","base.id","100"
"rv_location_custom.city_id_269","783","Kabupaten Rote Ndao","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_270","784","Kabupaten Sabu Raijua","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_156","670","Kabupaten Sambas","base.state_id_kb","624","base.id","100"
"rv_location_custom.city_id_505","1019","Kabupaten Samosir","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_139","653","Kabupaten Sampang","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_157","671","Kabupaten Sanggau","base.state_id_kb","624","base.id","100"
"rv_location_custom.city_id_301","815","Kabupaten Sarmi","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_42","556","Kabupaten Sarolangun","base.state_id_ja","620","base.id","100"
"rv_location_custom.city_id_158","672","Kabupaten Sekadau","base.state_id_kb","624","base.id","100"
"rv_location_custom.city_id_18","532","Kabupaten Seluma","base.state_id_be","617","base.id","100"
"rv_location_custom.city_id_100","614","Kabupaten Semarang","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_233","747","Kabupaten Seram Bagian Barat","base.state_id_ma","631","base.id","100"
"rv_location_custom.city_id_234","748","Kabupaten Seram Bagian Timur","base.state_id_ma","631","base.id","100"
"rv_location_custom.city_id_5","519","Kabupaten Serang","base.state_id_bt","616","base.id","100"
"rv_location_custom.city_id_506","1020","Kabupaten Serdang Bedagai","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_186","700","Kabupaten Seruyan","base.state_id_kt","626","base.id","100"
"rv_location_custom.city_id_331","845","Kabupaten Siak","base.state_id_ri","640","base.id","100"
"rv_location_custom.city_id_394","908","Kabupaten Sidenreng Rappang","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_140","654","Kabupaten Sidoarjo","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_411","925","Kabupaten Sigi","base.state_id_st","643","base.id","100"
"rv_location_custom.city_id_460","974","Kabupaten Sijunjung","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_271","785","Kabupaten Sikka","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_508","1022","Kabupaten Simalungun","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_353","867","Kabupaten Simeulue","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_395","909","Kabupaten Sinjai","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_160","674","Kabupaten Sintang","base.state_id_kb","624","base.id","100"
"rv_location_custom.city_id_141","655","Kabupaten Situbondo","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_22","536","Kabupaten Sleman","base.state_id_yo","649","base.id","100"
"rv_location_custom.city_id_462","976","Kabupaten Solok","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_463","977","Kabupaten Solok Selatan","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_396","910","Kabupaten Soppeng","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_315","829","Kabupaten Sorong","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_316","830","Kabupaten Sorong Selatan","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_101","615","Kabupaten Sragen","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_68","582","Kabupaten Subang","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_70","584","Kabupaten Sukabumi","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_187","701","Kabupaten Sukamara","base.state_id_kt","626","base.id","100"
"rv_location_custom.city_id_102","616","Kabupaten Sukoharjo","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_272","786","Kabupaten Sumba Barat","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_273","787","Kabupaten Sumba Barat Daya","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_274","788","Kabupaten Sumba Tengah","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_275","789","Kabupaten Sumba Timur","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_254","768","Kabupaten Sumbawa","base.state_id_nb","633","base.id","100"
"rv_location_custom.city_id_255","769","Kabupaten Sumbawa Barat","base.state_id_nb","633","base.id","100"
"rv_location_custom.city_id_71","585","Kabupaten Sumedang","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_142","656","Kabupaten Sumenep","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_302","816","Kabupaten Supiori","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_170","684","Kabupaten Tabalong","base.state_id_ks","625","base.id","100"
"rv_location_custom.city_id_363","877","Kabupaten Tabanan","base.state_id_ba","614","base.id","100"
"rv_location_custom.city_id_397","911","Kabupaten Takalar","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_317","831","Kabupaten Tambrauw","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_201","715","Kabupaten Tana Tidung","base.state_id_ku","628","base.id","100"
"rv_location_custom.city_id_398","912","Kabupaten Tana Toraja","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_171","685","Kabupaten Tanah Bumbu","base.state_id_ks","625","base.id","100"
"rv_location_custom.city_id_464","978","Kabupaten Tanah Datar","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_172","686","Kabupaten Tanah Laut","base.state_id_ks","625","base.id","100"
"rv_location_custom.city_id_7","521","Kabupaten Tangerang","base.state_id_bt","616","base.id","100"
"rv_location_custom.city_id_221","735","Kabupaten Tanggamus","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_44","558","Kabupaten Tanjung Jabung Barat","base.state_id_ja","620","base.id","100"
"rv_location_custom.city_id_45","559","Kabupaten Tanjung Jabung Timur","base.state_id_ja","620","base.id","100"
"rv_location_custom.city_id_510","1024","Kabupaten Tapanuli Selatan","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_511","1025","Kabupaten Tapanuli Tengah","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_512","1026","Kabupaten Tapanuli Utara","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_173","687","Kabupaten Tapin","base.state_id_ks","625","base.id","100"
"rv_location_custom.city_id_73","587","Kabupaten Tasikmalaya","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_46","560","Kabupaten Tebo","base.state_id_ja","620","base.id","100"
"rv_location_custom.city_id_105","619","Kabupaten Tegal","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_318","832","Kabupaten Teluk Bintuni","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_319","833","Kabupaten Teluk Wondama","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_106","620","Kabupaten Temanggung","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_276","790","Kabupaten Timor Tengah Selatan","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_277","791","Kabupaten Timor Tengah Utara","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_514","1028","Kabupaten Toba Samosir","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_412","926","Kabupaten Tojo Una-Una","base.state_id_st","643","base.id","100"
"rv_location_custom.city_id_413","927","Kabupaten Toli-Toli","base.state_id_st","643","base.id","100"
"rv_location_custom.city_id_303","817","Kabupaten Tolikara","base.state_id_pp","639","base.id","100"
"rv_location_custom.city_id_399","913","Kabupaten Toraja Utara","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_144","658","Kabupaten Trenggalek","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_145","659","Kabupaten Tuban","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_222","736","Kabupaten Tulang Bawang","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_223","737","Kabupaten Tulang Bawang Barat","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_146","660","Kabupaten Tulungagung","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_400","914","Kabupaten Wajo","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_430","944","Kabupaten Wakatobi","base.state_id_sg","644","base.id","100"
"rv_location_custom.city_id_304","818","Kabupaten Waropen","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_224","738","Kabupaten Way Kanan","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_107","621","Kabupaten Wonogiri","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_108","622","Kabupaten Wonosobo","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_305","819","Kabupaten Yahukimo","base.state_id_pp","639","base.id","100"
"rv_location_custom.city_id_306","820","Kabupaten Yalimo","base.state_id_pp","639","base.id","100"
"rv_location_custom.city_id_225","739","Kota Ambon","base.state_id_ma","631","base.id","100"
"rv_location_custom.city_id_188","702","Kota Balikpapan","base.state_id_ki","627","base.id","100"
"rv_location_custom.city_id_343","857","Kota Banda Aceh","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_210","724","Kota Bandar Lampung","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_47","561","Kota Bandung","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_50","564","Kota Banjar","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_163","677","Kota Banjarbaru","base.state_id_ks","625","base.id","100"
"rv_location_custom.city_id_164","678","Kota Banjarmasin","base.state_id_ks","625","base.id","100"
"rv_location_custom.city_id_203","717","Kota Batam","base.state_id_kr","629","base.id","100"
"rv_location_custom.city_id_111","625","Kota Batu","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_414","928","Kota Bau-Bau","base.state_id_sg","644","base.id","100"
"rv_location_custom.city_id_51","565","Kota Bekasi","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_9","523","Kota Bengkulu","base.state_id_be","617","base.id","100"
"rv_location_custom.city_id_246","760","Kota Bima","base.state_id_nb","633","base.id","100"
"rv_location_custom.city_id_484","998","Kota Binjai","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_431","945","Kota Bitung","base.state_id_sa","645","base.id","100"
"rv_location_custom.city_id_112","626","Kota Blitar","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_53","567","Kota Bogor","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_190","704","Kota Bontang","base.state_id_ki","627","base.id","100"
"rv_location_custom.city_id_447","961","Kota Bukittinggi","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_1","515","Kota Cilegon","base.state_id_bt","616","base.id","100"
"rv_location_custom.city_id_57","571","Kota Cimahi","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_58","572","Kota Cirebon","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_358","872","Kota Denpasar","base.state_id_ba","614","base.id","100"
"rv_location_custom.city_id_60","574","Kota Depok","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_321","835","Kota Dumai","base.state_id_ri","640","base.id","100"
"rv_location_custom.city_id_32","546","Kota Gorontalo","base.state_id_go","618","base.id","100"
"rv_location_custom.city_id_487","1001","Kota Gunungsitoli","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_24","538","Kota Jakarta Barat","base.state_id_jk","619","base.id","100"
"rv_location_custom.city_id_25","539","Kota Jakarta Pusat","base.state_id_jk","619","base.id","100"
"rv_location_custom.city_id_26","540","Kota Jakarta Selatan","base.state_id_jk","619","base.id","100"
"rv_location_custom.city_id_27","541","Kota Jakarta Timur","base.state_id_jk","619","base.id","100"
"rv_location_custom.city_id_28","542","Kota Jakarta Utara","base.state_id_jk","619","base.id","100"
"rv_location_custom.city_id_38","552","Kota Jambi","base.state_id_ja","620","base.id","100"
"rv_location_custom.city_id_284","798","Kota Jayapura","base.state_id_pa","635","base.id","100"
"rv_location_custom.city_id_119","633","Kota Kediri","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_420","934","Kota Kendari","base.state_id_sg","644","base.id","100"
"rv_location_custom.city_id_439","953","Kota Kotamobagu","base.state_id_sa","645","base.id","100"
"rv_location_custom.city_id_260","774","Kota Kupang","base.state_id_nt","634","base.id","100"
"rv_location_custom.city_id_347","861","Kota Langsa","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_348","862","Kota Lhokseumawe","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_468","982","Kota Lubuk Linggau","base.state_id_ss","647","base.id","100"
"rv_location_custom.city_id_123","637","Kota Madiun","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_89","603","Kota Magelang","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_388","902","Kota Makassar","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_126","640","Kota Malang","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_440","954","Kota Manado","base.state_id_sa","645","base.id","100"
"rv_location_custom.city_id_253","767","Kota Mataram","base.state_id_nb","633","base.id","100"
"rv_location_custom.city_id_495","1009","Kota Medan","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_217","731","Kota Metro","base.state_id_la","630","base.id","100"
"rv_location_custom.city_id_128","642","Kota Mojokerto","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_451","965","Kota Padang","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_452","966","Kota Padang Panjang","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_502","1016","Kota Padang Sidempuan","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_478","992","Kota Pagar Alam","base.state_id_ss","647","base.id","100"
"rv_location_custom.city_id_184","698","Kota Palangka Raya","base.state_id_kt","626","base.id","100"
"rv_location_custom.city_id_479","993","Kota Palembang","base.state_id_ss","647","base.id","100"
"rv_location_custom.city_id_390","904","Kota Palopo","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_408","922","Kota Palu","base.state_id_st","643","base.id","100"
"rv_location_custom.city_id_370","884","Kota Pangkal Pinang","base.state_id_bb","615","base.id","100"
"rv_location_custom.city_id_392","906","Kota Parepare","base.state_id_sn","642","base.id","100"
"rv_location_custom.city_id_454","968","Kota Pariaman","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_134","648","Kota Pasuruan","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_457","971","Kota Payakumbuh","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_92","606","Kota Pekalongan","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_327","841","Kota Pekanbaru","base.state_id_ri","640","base.id","100"
"rv_location_custom.city_id_504","1018","Kota Pematang Siantar","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_155","669","Kota Pontianak","base.state_id_kb","624","base.id","100"
"rv_location_custom.city_id_481","995","Kota Prabumulih","base.state_id_ss","647","base.id","100"
"rv_location_custom.city_id_137","651","Kota Probolinggo","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_98","612","Kota Salatiga","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_197","711","Kota Samarinda","base.state_id_ki","627","base.id","100"
"rv_location_custom.city_id_459","973","Kota Sawah Lunto","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_99","613","Kota Semarang","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_4","518","Kota Serang","base.state_id_bt","616","base.id","100"
"rv_location_custom.city_id_507","1021","Kota Sibolga","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_159","673","Kota Singkawang","base.state_id_kb","624","base.id","100"
"rv_location_custom.city_id_461","975","Kota Solok","base.state_id_sb","646","base.id","100"
"rv_location_custom.city_id_314","828","Kota Sorong","base.state_id_pb","636","base.id","100"
"rv_location_custom.city_id_354","868","Kota Subulussalam","base.state_id_ac","613","base.id","100"
"rv_location_custom.city_id_69","583","Kota Sukabumi","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_43","557","Kota Sungaipenuh","base.state_id_ja","620","base.id","100"
"rv_location_custom.city_id_143","657","Kota Surabaya","base.state_id_ji","623","base.id","100"
"rv_location_custom.city_id_103","617","Kota Surakarta","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_6","520","Kota Tangerang","base.state_id_bt","616","base.id","100"
"rv_location_custom.city_id_8","522","Kota Tangerang Selatan","base.state_id_bt","616","base.id","100"
"rv_location_custom.city_id_509","1023","Kota Tanjung Balai","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_209","723","Kota Tanjung Pinang","base.state_id_kr","629","base.id","100"
"rv_location_custom.city_id_202","716","Kota Tarakan","base.state_id_ku","628","base.id","100"
"rv_location_custom.city_id_72","586","Kota Tasikmalaya","base.state_id_jb","621","base.id","100"
"rv_location_custom.city_id_513","1027","Kota Tebing Tinggi","base.state_id_su","648","base.id","100"
"rv_location_custom.city_id_104","618","Kota Tegal","base.state_id_jt","622","base.id","100"
"rv_location_custom.city_id_244","758","Kota Ternate","base.state_id_mu","632","base.id","100"
"rv_location_custom.city_id_245","759","Kota Tidore Kepulauan","base.state_id_mu","632","base.id","100"
"rv_location_custom.city_id_445","959","Kota Tomohon","base.state_id_sa","645","base.id","100"
"rv_location_custom.city_id_235","749","Kota Tual","base.state_id_ma","631","base.id","100"
"rv_location_custom.city_id_23","537","Kota Yogyakarta","base.state_id_yo","649","base.id","100"
